context_event_hour,item_callback_ratio_15d,item_callback_ratio_1d,item_callback_ratio_30d,item_callback_ratio_3d,item_callback_ratio_7d,item_click_pv_wilson_1_15d,item_click_pv_wilson_1_30d,item_click_pv_wilson_1_3d,item_click_pv_wilson_1_7d,item_click_pv_wilson_3_15d,item_click_pv_wilson_3_30d,item_click_pv_wilson_3_7d,item_collect_uv_15d,item_collect_uv_1d,item_collect_uv_30d,item_collect_uv_3d,item_collect_uv_7d,item_frontpage_agee_pv_ctr_15d,item_frontpage_agee_pv_ctr_1d,item_frontpage_agee_pv_ctr_30d,item_frontpage_agee_pv_ctr_3d,item_frontpage_agee_pv_ctr_7d,item_frontpage_click_pv_15d,item_frontpage_click_pv_1d,item_frontpage_click_pv_30d,item_frontpage_click_pv_3d,item_frontpage_click_pv_7d,item_frontpage_sight_pv_15d,item_frontpage_sight_pv_1d,item_frontpage_sight_pv_30d,item_frontpage_sight_pv_3d,item_frontpage_sight_pv_7d,item_frontpage_wilson_pv_ctr_15d,item_frontpage_wilson_pv_ctr_1d,item_frontpage_wilson_pv_ctr_30d,item_frontpage_wilson_pv_ctr_3d,item_frontpage_wilson_pv_ctr_7d,item_like_uv_15d,item_like_uv_1d,item_like_uv_30d,item_like_uv_3d,item_like_uv_7d,item_prop_author_articlenum,item_prop_author_comment_num,item_prop_author_favorites_num,item_prop_author_fellowsnum,item_prop_author_like_num,item_prop_author_share_cnt,item_prop_publishtime,item_prop_time_decay,item_quality_cover_score,item_quality_effect_score,item_quality_rare_score,item_quality_time_score,item_reply_uv_15d,item_reply_uv_1d,item_reply_uv_30d,item_reply_uv_3d,item_reply_uv_7d,item_sight_pv_wilson_1_15d,item_sight_pv_wilson_1_30d,item_sight_pv_wilson_1_3d,item_sight_pv_wilson_1_7d,item_sight_pv_wilson_3_15d,item_sight_pv_wilson_3_30d,item_sight_pv_wilson_3_7d,item_uv_15d,item_uv_1d,item_uv_30d,item_uv_3d,item_uv_7d,macth_nlp_sec_tag_avg,macth_nlp_sec_tag_max,macth_nlp_sec_tag_sum,macth_nlp_tag_avg,macth_nlp_tag_max,macth_nlp_tag_num,macth_nlp_tag_sum,macth_series_search_15d,macth_series_search_30d,macth_series_search_60d,macth_series_search_7d,macth_series_search_90d,match_item_lst_type,match_series_dur_15d,match_series_dur_30d,match_series_dur_7d,match_series_dur_maxmin_15d,match_series_dur_maxmin_30d,match_series_dur_maxmin_7d,match_series_dur_weight_15d,match_series_dur_weight_30d,match_series_dur_weight_7d,match_series_lst,match_series_pref,match_series_pv_15d,match_series_pv_30d,match_series_pv_7d,match_series_pv_maxmin_15d,match_series_pv_maxmin_30d,match_series_pv_maxmin_7d,match_series_pv_weight_15d,match_series_pv_weight_30d,match_series_pv_weight_7d,user_click_num_15d,user_click_num_30d,user_click_num_7d,user_duration_15d,user_duration_30d,user_duration_7d,rt_item_frontpage_click_pv,rt_item_frontpage_click_pv_1h,rt_item_frontpage_click_pv_3h,rt_item_frontpage_wilson_click_ratio_1_3h,rt_item_frontpage_wilson_click_ratio_1h,rt_item_frontpage_wilson_click_ratio_3h,rt_item_frontpage_wilson_ctr,rt_item_frontpage_wilson_ctr_1h,rt_item_frontpage_wilson_ctr_3h,rt_item_frontpage_wilson_sight_ratio_1_3h,rt_item_frontpage_wilson_sight_ratio_1h,rt_item_frontpage_wilson_sight_ratio_3h,rt_item_pv,rt_item_pv_1h,rt_item_pv_3h,rt_item_uv,rt_item_uv_1h,rt_item_uv_3h,rt_match_item_dgc,rt_match_item_rank,rt_match_item_weights,rt_match_series_maxmin,rt_match_series_sim_lst1,rt_match_series_sim_lst2,rt_match_series_sim_lst3,rt_match_series_sim_lst4,rt_match_series_sim_lst5,rt_match_series_sim_top1,rt_match_series_sim_top2,rt_match_series_sim_top3,rt_match_series_sim_top4,rt_match_series_sim_top5,rt_match_series_wsim_top1,rt_match_series_wsim_top2,rt_match_series_wsim_top3,rt_match_series_wsim_top4,rt_match_series_wsim_top5,rt_user_click_num,rt_user_ctr,rt_user_sight_show_num,label
12,1.0,1.0,1.0,1.0,1.0,0.78474,0.78474,0.78474,0.78474,0.98602,0.98602,0.98602,0.0,0.0,0.0,0.0,0.0,0.15647,0.15282,0.15203,0.1572,0.157,7.55119,7.36771,7.55119,7.55119,7.55119,9.39856,9.24397,9.39856,9.39856,9.39856,0.1417,0.1362,0.1417,0.1417,0.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,0.798,0.548,0.957182,0.999219,0.773925,0.0,0.0,0.0,0.0,0.0,0.84,0.84,0.84,0.84,0.99777,0.99777,0.99777,0.0,0.0,0.0,0.0,0.0,0.128,0.213,0.639,0.121,0.191,11,1.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.771,4.771,4.7,7.909,7.909,8.101,5.198,1.792,4.043,0.01292,0.00404,0.16984,0.08337,0.01446,0.07402,0.06354,0.0166,0.21231,5.193,1.792,4.043,5.159,1.792,4.007,0.787,0.333,0.071,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.708,0.0822,3.932,0
12,1.256,1.516,1.226,1.361,1.321,0.10454,0.07611,0.29588,0.18603,0.24278,0.17518,0.44672,0.00058,0.00278,0.00148,0.00148,0.00099,0.09975,0.1185,0.09473,0.12087,0.12549,5.56452,3.97029,5.87212,4.59512,5.01728,7.8625,6.06843,8.19836,6.68211,7.0639,0.07434,0.06225,0.07548,0.07592,0.08708,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2747,0.253,0.565,0.999809,0.691308,0.434917,0.0,0.0,0.0,0.0,0.0,0.13263,0.09433,0.45201,0.30158,0.26356,0.18693,0.61047,6.064,4.159,6.457,4.779,5.263,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.485,6.485,6.485,1.0,1.0,1.0,0.231,0.231,0.231,2.0,0.136,5.17,5.17,5.17,1.0,1.0,1.0,0.327,0.327,0.327,3.258,3.258,3.258,8.104,8.104,8.104,2.485,0.0,1.099,0.0,0.0,0.01167,0.02291,0.0,0.00253,0.01842,0.00831,0.24957,2.485,0.0,1.099,2.485,0.0,1.099,0.74,1.0,0.412,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,3.045,0.11392,4.159,1
20,1.31,1.31,1.31,1.31,1.31,0.98465,0.98465,0.98465,0.98465,0.98465,0.98465,0.98465,0.0006,0.0006,0.0006,0.0006,0.0006,0.16702,0.16822,0.16114,0.16802,0.16774,7.45703,7.45703,7.45703,7.45703,7.45703,9.23708,9.23708,9.23708,9.23708,9.23708,0.15087,0.15087,0.15087,0.15087,0.15087,0.00119,0.00119,0.00119,0.00119,0.00119,4.0,4.0,5.0,4.0,4.0,4.0,273,0.872,0.565,0.836199,0.876174,0.980725,0.00079,0.00079,0.00079,0.00079,0.00079,0.99738,0.99738,0.99738,0.99738,0.99738,0.99738,0.99738,8.205,8.205,8.205,8.205,8.205,0.426,0.426,0.426,0.41,0.41,1,0.41,0.0,0.0,0.0,0.0,0.0,0.0,4.277,5.159,3.434,0.117,0.143,0.104,0.024,0.027,0.024,1.0,0.048,2.708,3.367,1.609,0.206,0.135,0.071,0.031,0.028,0.024,4.263,4.71,3.296,6.172,6.288,5.82,8.024,4.511,6.203,0.11141,0.01759,0.131,0.1562,0.09462,0.13009,0.15541,0.0262,0.15733,7.987,4.205,6.129,7.932,4.174,6.089,0.852,0.75,0.2,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.792,0.0232,3.466,0
3,1.324,1.319,1.324,1.325,1.324,0.19836,0.19836,0.21107,0.19836,0.91558,0.91558,0.91558,0.0001,5e-05,0.0001,5e-05,0.0001,0.13848,0.14751,0.13657,0.13481,0.13868,8.02878,6.57925,8.02878,7.96797,8.02878,10.00247,8.48859,10.00247,9.97063,10.00247,0.12767,0.12431,0.12767,0.12367,0.12767,0.00025,5e-05,0.00025,0.00011,0.00025,2.0,2.0,2.0,4.0,2.0,2.0,613,0.736,0.535,0.991271,0.76761,0.943009,0.00137,0.0,0.00137,0.00114,0.00137,0.20639,0.20639,0.21313,0.20639,0.9622,0.9622,0.9622,8.365,6.971,8.365,8.288,8.365,0.418,0.418,0.418,0.45,0.45,1,0.45,0.0,0.0,0.0,0.0,0.0,4.0,6.506,6.506,5.656,0.234,0.145,0.129,0.05,0.033,0.039,1.0,0.1,2.639,2.639,2.398,0.188,0.165,0.286,0.031,0.015,0.049,5.22,5.631,4.575,7.432,7.311,7.461,5.659,1.792,3.989,0.01365,0.00255,0.09723,0.11412,0.02181,0.08552,0.04441,0.00749,0.1318,5.631,1.386,3.932,5.595,1.386,3.912,0.943,1.0,1.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.609,0.02795,2.89,0
17,1.547,1.606,1.547,1.581,1.576,0.076,0.076,0.39458,0.12148,0.17542,0.17542,0.28144,0.00191,7e-05,0.00191,0.00065,0.0014,0.11027,0.12506,0.10987,0.11311,0.11173,8.69433,6.32257,8.69433,7.0859,8.23031,10.89846,8.39773,10.89846,9.26369,10.42124,0.10377,0.10254,0.10377,0.09868,0.10347,1e-05,0.0,1e-05,0.0,1e-05,4.0,5.0,5.0,5.0,4.0,5.0,1912,0.384,0.737,0.999465,0.995227,0.606655,0.00042,0.0,0.00042,0.00012,0.00014,0.0763,0.0763,0.39674,0.12319,0.1866,0.1866,0.3017,8.833,6.324,8.833,7.077,8.211,0.044,0.044,0.044,0.314,0.314,1,0.314,0.0,0.0,0.0,0.0,0.0,4.0,6.869,7.164,7.163,0.514,0.511,1.0,0.316,0.222,0.658,0.3,0.16733333333333333,5.398,5.672,5.318,0.505,0.504,1.0,0.408,0.329,0.766,2.565,3.296,1.792,6.277,6.738,6.485,5.298,1.792,3.638,0.01948,0.00366,0.08592,0.07719,0.00825,0.04244,0.13536,0.02849,0.17208,5.293,1.792,3.638,5.242,1.609,3.611,1.0,1.0,1.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.00169,3.091,1
23,1.611,1.438,1.587,1.554,1.577,0.12121,0.0968,0.39285,0.21799,0.26681,0.21246,0.48701,3e-05,0.0,2e-05,0.0,0.0,0.13913,0.12676,0.1381,0.14204,0.13818,7.32251,5.51343,7.54327,6.19644,6.75227,9.28795,7.56993,9.49409,8.13944,8.7247,0.12414,0.09421,0.12761,0.11567,0.11837,0.0002,0.00016,0.0004,8e-05,4e-05,3.0,4.0,4.0,5.0,3.0,4.0,2793,0.247,0.647,0.99995,0.814149,0.470482,0.00068,0.0,0.00129,8e-05,0.00035,0.16162,0.13127,0.52285,0.28616,0.29508,0.23945,0.52497,7.394,5.553,7.647,6.225,6.792,0.068,0.068,0.068,0.24,0.24,1,0.24,1.0,1.0,1.0,0.0,1.0,0.0,3.829,4.883,0.0,0.09,0.055,0.0,0.016,0.015,0.0,0.333,0.0,1.099,1.609,0.0,0.048,0.014,0.0,0.014,0.006,0.0,4.234,5.182,1.386,7.621,7.262,5.118,4.595,1.386,2.89,0.01651,0.00297,0.05609,0.09468,0.01234,0.04603,0.07296,0.01324,0.12081,4.5,0.693,2.398,4.477,0.693,2.398,0.689,0.833,0.158,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,3.045,0.02611,5.587,0
21,1.0,1.0,1.0,1.0,1.0,0.17772,0.17142,0.39413,0.24021,0.40423,0.38957,0.55159,0.0,0.0,0.0,0.0,0.0,0.18024,0.17861,0.16957,0.17757,0.18135,7.37212,5.8861,7.40732,6.60935,7.08003,9.07326,7.59539,9.12859,8.32821,8.77833,0.1626,0.14143,0.15965,0.15119,0.16009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814,0.149,0.522,0.999988,0.590221,0.349605,0.0,0.0,0.0,0.0,0.0,0.20634,0.19509,0.44172,0.27841,0.44797,0.42332,0.60709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.389,5.389,5.257,0.127,0.085,0.143,0.01,0.007,0.03,0.0,0.0,4.533,4.533,4.419,0.18,0.12,0.381,0.019,0.014,0.057,4.304,4.927,3.296,7.654,7.398,7.301,4.99,0.693,3.091,0.00169,0.00025,0.05162,0.13383,0.00466,0.08381,0.01427,0.00175,0.07425,4.956,0.693,3.091,4.883,0.693,2.944,0.0,0.0,0.0,0.0,0.063,0.086,0.071,0.063,0.086,0.063,0.086,0.071,0.024,0.024,0.063,0.027,0.006,0.0,0.0,1.099,0.0058,3.178,1
19,1.0,1.0,1.0,1.0,1.0,0.12422,0.12422,0.57927,0.246,0.20791,0.20791,0.41262,-0.0,-0.0,-0.0,0.0,-0.0,0.16494,0.16319,0.16462,0.16251,0.15978,10.39577,8.38114,10.39577,8.8778,9.71764,12.19746,10.19309,12.19746,10.69399,11.55112,0.16089,0.15231,0.16089,0.15403,0.15424,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929,0.381,0.552,0.999986,0.965422,0.60552,-0.0,-0.0,-0.0,0.0,-0.0,0.13095,0.13095,0.59427,0.25044,0.21772,0.21772,0.41672,0.0,0.0,0.0,0.0,0.0,0.12,0.172,0.241,0.093,0.156,4,0.374,2.0,2.0,5.0,1.0,5.0,0.0,6.402,6.402,5.759,0.283,0.274,0.293,0.109,0.091,0.09,0.0,0.04,1.386,1.386,1.099,0.188,0.167,0.154,0.06,0.042,0.054,1.946,1.946,1.946,6.745,6.186,6.871,7.267,3.611,5.714,0.05393,0.01122,0.16219,0.14066,0.08097,0.11396,0.07167,0.01595,0.20343,7.272,3.714,5.765,7.221,3.611,5.714,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0
23,1.0,1.0,1.0,1.0,1.0,0.13313,0.13313,0.407,0.13313,0.31356,0.31356,0.31356,0.0,0.0,0.0,0.0,0.0,0.16179,0.15042,0.16111,0.15128,0.16187,9.5883,7.67276,9.5883,8.48818,9.5883,11.40871,9.56549,11.40871,10.37577,11.40871,0.15591,0.13623,0.15591,0.14167,0.15591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094,0.579,0.555,0.999071,0.981158,0.715592,0.0,0.0,0.0,0.0,0.0,0.15231,0.15231,0.43088,0.15231,0.34801,0.34801,0.34801,0.0,0.0,0.0,0.0,0.0,0.108,0.126,0.217,0.102,0.138,4,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.419,4.615,4.263,7.111,7.102,7.034,6.608,3.219,5.13,0.05462,0.01221,0.15947,0.12149,0.05149,0.10182,0.10915,0.02402,0.19577,6.46,2.398,4.727,6.426,2.303,4.635,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.197,0.04075,3.714,0
13,1.46,1.475,1.46,1.46,1.46,0.76259,0.76259,0.76259,0.76259,0.99937,0.99937,0.99937,0.01277,0.0068,0.01277,0.01277,0.01277,0.1682,0.16639,0.16793,0.16824,0.16823,10.66429,10.40668,10.66429,10.66429,10.66429,12.44651,12.19997,12.44651,12.44651,12.44651,0.16458,0.16227,0.16458,0.16458,0.16458,0.00873,0.0028,0.00873,0.00873,0.00873,4.0,5.0,5.0,5.0,4.0,5.0,527,0.768,0.564,0.98661,0.905314,0.767182,0.0096,0.0057,0.0096,0.0096,0.0096,0.77737,0.77737,0.77737,0.77737,0.99989,0.99989,0.99989,11.196,10.74,11.196,11.196,11.196,0.141,0.141,0.141,0.195,0.195,1,0.195,0.0,0.0,1.0,0.0,1.0,0.0,2.303,4.357,2.303,0.006,0.01,0.008,0.001,0.004,0.002,0.0,0.0,0.693,1.946,0.693,0.005,0.011,0.008,0.001,0.003,0.002,4.984,5.864,4.277,7.176,7.398,7.318,9.359,5.38,7.547,0.0824,0.0133,0.14687,0.15512,0.13205,0.14873,0.09065,0.01441,0.15314,9.316,5.209,7.435,9.27,5.176,7.38,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.0186,2.773,1
21,1.0,1.0,1.0,1.0,1.0,0.02115,0.02105,0.51005,0.15454,0.04044,0.04026,0.29614,-0.0,0.0,0.0,0.0,0.0,0.17937,0.13333,0.17949,0.13456,0.14747,12.70469,8.90612,12.70932,9.53849,10.71974,14.42292,10.92069,14.42669,11.54399,12.63369,0.17797,0.1263,0.17813,0.12936,0.14432,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950,0.229,0.56,0.999998,0.998112,0.439698,-0.0,0.0,0.0,0.0,0.0,0.02951,0.02939,0.52839,0.17688,0.05535,0.05514,0.33206,0.0,0.0,0.0,0.0,0.0,0.057,0.062,0.115,0.074,0.074,2,0.148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.754,5.513,4.19,7.591,7.516,7.919,7.99,4.205,6.196,0.07499,0.01225,0.13468,0.11486,0.06462,0.09238,0.10871,0.01957,0.16948,8.358,4.682,6.623,8.256,4.595,6.547,0.644,0.833,0.077,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.639,0.03127,4.754,0
19,1.245,1.284,1.26,1.276,1.291,0.07539,0.02456,0.4321,0.20204,0.15286,0.0496,0.41496,0.00384,0.00096,0.0075,0.00087,0.00344,0.12223,0.13436,0.13376,0.14118,0.13685,8.07838,5.76519,9.19279,6.39024,7.11151,10.17816,7.7643,11.19946,8.34093,9.09583,0.1127,0.10363,0.12824,0.11711,0.12015,0.0001,0.00012,0.00017,7e-05,3e-05,3.0,3.0,4.0,4.0,3.0,4.0,2912,0.233,0.546,0.999969,0.606478,0.445373,0.00024,0.00012,0.00058,0.00025,0.00025,0.08102,0.0291,0.52297,0.24131,0.14827,0.05319,0.44364,8.215,5.875,9.343,6.474,7.201,0.0,0.0,0.0,0.041,0.041,1,0.041,0.0,0.0,0.0,0.0,0.0,16.0,4.595,4.595,4.595,0.073,0.07,0.074,0.024,0.013,0.026,0.0,0.038,1.099,1.099,1.099,0.059,0.03,0.059,0.013,0.004,0.016,4.615,5.529,4.29,6.482,6.617,6.633,5.273,1.946,3.689,0.02546,0.00515,0.09501,0.10964,0.03668,0.08545,0.0505,0.00848,0.12388,5.209,1.946,3.611,5.182,1.946,3.611,0.917,1.0,0.667,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.946,0.02613,3.664,0
22,1.333,1.305,1.281,1.29,1.302,0.07702,0.02203,0.41747,0.23613,0.155,0.0441,0.48599,0.0,0.0,2e-05,0.0,0.0,0.11773,0.1271,0.13659,0.12692,0.11556,7.51806,5.29832,8.75983,5.89715,6.42811,9.65426,7.34987,10.74231,7.95297,8.58092,0.10573,0.09137,0.12989,0.09956,0.09581,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3100,0.212,0.55,0.99995,0.03606,0.413619,0.00093,0.0,0.0014,0.0004,0.0005,0.08839,0.02966,0.49989,0.26169,0.16743,0.05609,0.49925,7.876,5.802,9.52,6.326,6.849,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.541,5.687,4.625,0.464,0.23,0.194,0.092,0.054,0.084,0.5,0.134,2.398,2.485,1.386,0.476,0.229,0.2,0.073,0.04,0.045,4.304,4.787,3.555,6.306,6.273,6.347,4.771,1.792,3.332,0.02658,0.00621,0.0943,0.09194,0.01537,0.05003,0.10975,0.02827,0.19491,5.864,2.303,4.22,5.687,2.197,4.127,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.00338,2.398,0
0,1.0,1.0,1.0,1.0,1.0,0.10846,0.04257,0.43342,0.23247,0.23802,0.0932,0.51345,0.0,0.0,0.0,0.0,0.0,0.1506,0.14859,0.16154,0.14731,0.14829,9.54474,7.43838,10.47568,8.18256,8.79057,11.43692,9.34303,12.29653,10.0965,10.69813,0.14495,0.1329,0.15799,0.13644,0.14017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2833,0.243,0.558,0.999997,0.990017,0.438811,0.0,0.0,0.0,0.0,0.0,0.1179,0.04983,0.4547,0.24764,0.25457,0.10749,0.53605,0.0,0.0,0.0,0.0,0.0,0.122,0.252,0.366,0.17,0.402,3,0.509,0.0,0.0,0.0,0.0,0.0,0.0,4.543,6.878,4.543,0.045,0.243,0.056,0.01,0.062,0.012,0.0,0.0,2.197,3.497,2.197,0.116,0.234,0.136,0.011,0.033,0.015,4.143,4.736,3.829,7.276,7.153,7.669,6.261,1.792,3.932,0.01446,0.00139,0.0485,0.12479,0.01418,0.0629,0.06461,0.00753,0.09361,6.215,1.609,3.761,6.176,1.609,3.761,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0
10,1.484,1.446,1.484,1.479,1.484,0.18726,0.18726,0.19792,0.18726,0.9325,0.9325,0.9325,0.00115,0.00064,0.00115,0.00121,0.00115,0.15564,0.14685,0.15451,0.15336,0.15576,8.95609,7.39326,8.95609,8.9015,8.95609,10.8145,9.30964,10.8145,10.77576,10.8145,0.14794,0.131,0.14794,0.14539,0.14794,0.00027,2e-05,0.00027,0.0001,0.00027,3.0,4.0,5.0,4.0,4.0,5.0,702,0.704,0.558,0.993899,0.874034,0.936609,0.00054,0.0,0.00054,0.00039,0.00054,0.21285,0.21285,0.22131,0.21285,0.95746,0.95746,0.95746,8.957,7.4,8.957,8.902,8.957,0.13,0.13,0.13,0.146,0.146,1,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.178,3.638,2.639,6.822,6.648,6.845,5.1,2.303,4.143,0.032,0.01213,0.21709,0.10652,0.03252,0.08722,0.08536,0.03098,0.298,5.094,2.398,4.143,5.063,2.398,4.127,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.00186,2.996,0
20,1.871,1.871,1.871,1.871,1.871,0.97468,0.97468,0.97468,0.97468,0.97468,0.97468,0.97468,0.00054,0.00054,0.00054,0.00054,0.00054,0.16159,0.16338,0.15313,0.16308,0.16266,6.94698,6.94698,6.94698,6.94698,6.94698,8.75479,8.75479,8.75479,8.75479,8.75479,0.14194,0.14194,0.14194,0.14194,0.14194,0.00032,0.00032,0.00032,0.00032,0.00032,2.0,3.0,3.0,4.0,2.0,3.0,274,0.872,0.542,0.821629,0.457251,0.793455,4e-05,4e-05,4e-05,4e-05,4e-05,0.99576,0.99576,0.99576,0.99576,0.99576,0.99576,0.99576,7.358,7.358,7.358,7.358,7.358,0.0,0.0,0.0,0.034,0.034,1,0.034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394,4.682,4.007,6.547,6.479,6.842,6.356,2.996,4.489,0.0744,0.01113,0.09244,0.12247,0.06394,0.09858,0.11895,0.01624,0.1142,7.418,4.043,5.421,7.151,3.784,5.182,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.00935,1.386,0
18,1.295,1.285,1.291,1.291,1.303,0.08039,0.07629,0.3689,0.14985,0.19471,0.18472,0.36583,0.00087,0.0,0.00105,0.0,0.00015,0.09836,0.09625,0.09705,0.09455,0.09766,8.23907,5.96358,8.29079,6.75693,7.6256,10.55779,8.30251,10.62003,9.11504,9.95132,0.09104,0.0754,0.09026,0.08024,0.08789,4e-05,0.0,4e-05,4e-05,2e-05,2.0,3.0,3.0,2.0,3.0,3.0,2499,0.287,0.586,0.999669,0.800773,0.516632,0.00045,0.0001,0.00236,0.00035,0.00037,0.09727,0.09137,0.41776,0.179,0.2256,0.2119,0.41625,8.719,6.356,8.801,7.076,7.911,0.0,0.0,0.0,0.157,0.157,1,0.157,0.0,0.0,0.0,0.0,0.0,8.0,6.153,6.227,5.93,0.317,0.183,0.305,0.034,0.021,0.036,0.0,0.062,4.143,4.19,3.434,0.337,0.153,0.164,0.027,0.015,0.015,5.236,5.565,4.787,7.799,7.566,8.198,5.106,2.303,3.497,0.06232,0.01206,0.08524,0.05621,0.03363,0.03014,0.06974,0.01562,0.18407,5.03,2.303,3.466,5.004,2.303,3.466,0.924,1.0,0.4,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.946,0.03006,3.526,0
23,1.541,1.686,1.481,1.732,1.627,0.10868,0.0814,0.33435,0.17072,0.26312,0.19601,0.41955,0.00019,-0.0,0.00244,0.0,0.0003,0.14105,0.13069,0.12435,0.13532,0.13906,6.64769,4.85203,6.93049,5.57973,6.2106,8.59212,6.86797,8.975,7.56579,8.1716,0.1207,0.08675,0.11161,0.10224,0.11375,5e-05,-0.0,0.00031,0.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3324,0.19,0.544,0.99996,0.771323,0.371914,0.00019,-0.0,0.00206,0.00016,0.0003,0.15358,0.10428,0.44066,0.2356,0.32621,0.22088,0.50333,6.653,4.771,7.406,5.476,6.146,0.095,0.095,0.095,0.127,0.127,1,0.127,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197,3.296,2.079,6.37,7.055,6.86,4.29,1.099,2.565,0.01076,0.0019,0.04416,0.06904,0.01076,0.03136,0.03136,0.00529,0.10651,4.263,0.0,2.398,4.174,0.0,2.197,0.942,1.0,0.667,0.0,0.089,0.041,0.073,0.041,0.073,0.073,0.041,0.089,0.044,0.024,0.073,0.021,0.005,0.0,0.0,1.609,0.01422,3.555,0
