context_event_hour,item_callback_ratio_15d,item_callback_ratio_1d,item_callback_ratio_30d,item_callback_ratio_3d,item_callback_ratio_7d,item_click_pv_wilson_1_15d,item_click_pv_wilson_1_30d,item_click_pv_wilson_1_3d,item_click_pv_wilson_1_7d,item_click_pv_wilson_3_15d,item_click_pv_wilson_3_30d,item_click_pv_wilson_3_7d,item_collect_uv_15d,item_collect_uv_1d,item_collect_uv_30d,item_collect_uv_3d,item_collect_uv_7d,item_frontpage_agee_pv_ctr_15d,item_frontpage_agee_pv_ctr_1d,item_frontpage_agee_pv_ctr_30d,item_frontpage_agee_pv_ctr_3d,item_frontpage_agee_pv_ctr_7d,item_frontpage_click_pv_15d,item_frontpage_click_pv_1d,item_frontpage_click_pv_30d,item_frontpage_click_pv_3d,item_frontpage_click_pv_7d,item_frontpage_sight_pv_15d,item_frontpage_sight_pv_1d,item_frontpage_sight_pv_30d,item_frontpage_sight_pv_3d,item_frontpage_sight_pv_7d,item_frontpage_wilson_pv_ctr_15d,item_frontpage_wilson_pv_ctr_1d,item_frontpage_wilson_pv_ctr_30d,item_frontpage_wilson_pv_ctr_3d,item_frontpage_wilson_pv_ctr_7d,item_like_uv_15d,item_like_uv_1d,item_like_uv_30d,item_like_uv_3d,item_like_uv_7d,item_prop_author_articlenum,item_prop_author_comment_num,item_prop_author_favorites_num,item_prop_author_fellowsnum,item_prop_author_like_num,item_prop_author_share_cnt,item_prop_publishtime,item_prop_time_decay,item_quality_cover_score,item_quality_effect_score,item_quality_rare_score,item_quality_time_score,item_reply_uv_15d,item_reply_uv_1d,item_reply_uv_30d,item_reply_uv_3d,item_reply_uv_7d,item_sight_pv_wilson_1_15d,item_sight_pv_wilson_1_30d,item_sight_pv_wilson_1_3d,item_sight_pv_wilson_1_7d,item_sight_pv_wilson_3_15d,item_sight_pv_wilson_3_30d,item_sight_pv_wilson_3_7d,item_uv_15d,item_uv_1d,item_uv_30d,item_uv_3d,item_uv_7d,macth_nlp_sec_tag_avg,macth_nlp_sec_tag_max,macth_nlp_sec_tag_sum,macth_nlp_tag_avg,macth_nlp_tag_max,macth_nlp_tag_num,macth_nlp_tag_sum,macth_series_search_15d,macth_series_search_30d,macth_series_search_60d,macth_series_search_7d,macth_series_search_90d,match_item_lst_type,match_series_dur_15d,match_series_dur_30d,match_series_dur_7d,match_series_dur_maxmin_15d,match_series_dur_maxmin_30d,match_series_dur_maxmin_7d,match_series_dur_weight_15d,match_series_dur_weight_30d,match_series_dur_weight_7d,match_series_lst,match_series_pref,match_series_pv_15d,match_series_pv_30d,match_series_pv_7d,match_series_pv_maxmin_15d,match_series_pv_maxmin_30d,match_series_pv_maxmin_7d,match_series_pv_weight_15d,match_series_pv_weight_30d,match_series_pv_weight_7d,user_click_num_15d,user_click_num_30d,user_click_num_7d,user_duration_15d,user_duration_30d,user_duration_7d,rt_item_frontpage_click_pv,rt_item_frontpage_click_pv_1h,rt_item_frontpage_click_pv_3h,rt_item_frontpage_wilson_click_ratio_1_3h,rt_item_frontpage_wilson_click_ratio_1h,rt_item_frontpage_wilson_click_ratio_3h,rt_item_frontpage_wilson_ctr,rt_item_frontpage_wilson_ctr_1h,rt_item_frontpage_wilson_ctr_3h,rt_item_frontpage_wilson_sight_ratio_1_3h,rt_item_frontpage_wilson_sight_ratio_1h,rt_item_frontpage_wilson_sight_ratio_3h,rt_item_pv,rt_item_pv_1h,rt_item_pv_3h,rt_item_uv,rt_item_uv_1h,rt_item_uv_3h,rt_match_item_dgc,rt_match_item_rank,rt_match_item_weights,rt_match_series_maxmin,rt_match_series_sim_lst1,rt_match_series_sim_lst2,rt_match_series_sim_lst3,rt_match_series_sim_lst4,rt_match_series_sim_lst5,rt_match_series_sim_top1,rt_match_series_sim_top2,rt_match_series_sim_top3,rt_match_series_sim_top4,rt_match_series_sim_top5,rt_match_series_wsim_top1,rt_match_series_wsim_top2,rt_match_series_wsim_top3,rt_match_series_wsim_top4,rt_match_series_wsim_top5,rt_user_click_num,rt_user_ctr,rt_user_sight_show_num,label
22,1.44,1.403,1.44,1.495,1.44,0.34139,0.34139,0.64001,0.34139,0.50764,0.50764,0.50764,0.00178,0.00146,0.00178,0.00205,0.00178,0.14586,0.24291,0.14401,0.19873,0.14606,8.2417,7.27448,8.2417,7.64108,8.2417,10.16366,8.68406,10.16366,9.25273,10.16366,0.13565,0.21725,0.13565,0.18063,0.13565,0.00014,0.0001,0.00014,0.00015,0.00014,3.0,4.0,4.0,4.0,4.0,4.0,910,0.634,0.564,0.995975,0.814264,0.783509,0.00151,0.0001,0.00151,0.00083,0.00151,0.21494,0.21494,0.54179,0.21494,0.38699,0.38699,0.38699,8.724,7.445,8.724,8.12,8.724,0.0,0.0,0.0,0.194,0.194,1,0.194,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127,4.543,3.932,7.424,7.059,7.809,7.963,4.852,6.375,0.14392,0.02863,0.16895,0.18098,0.13334,0.16907,0.18359,0.03558,0.18085,7.905,4.19,6.184,7.843,4.143,6.133,0.901,1.0,0.333,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,2.398,0.00753,5.746,0
8,1.837,1.973,1.811,1.832,1.831,0.06273,0.05807,0.23964,0.09595,0.2011,0.18584,0.31153,-0.0,0.0,5e-05,0.0,0.0,0.13918,0.12801,0.12647,0.12855,0.13861,6.61607,4.39445,6.69208,5.32788,6.20051,8.57395,6.42162,8.70583,7.36391,8.16479,0.11873,0.07649,0.11295,0.0933,0.11325,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528,0.283,0.522,0.999899,0.979362,0.486586,-0.0,0.0,0.0,0.0,0.0,0.0958,0.08385,0.32992,0.14499,0.26757,0.23394,0.40721,6.608,4.317,6.703,5.252,6.136,0.137,0.206,0.823,0.145,0.18,9,1.301,0.0,0.0,0.0,0.0,0.0,0.0,7.759,7.789,7.729,0.184,0.183,0.573,0.056,0.037,0.125,1.0,0.115,5.787,5.793,5.768,0.211,0.209,0.519,0.068,0.044,0.164,5.159,5.919,4.466,8.297,8.12,8.198,3.555,0.693,1.792,0.00622,0.00106,0.02118,0.07005,0.00935,0.02118,0.00843,0.00135,0.07005,3.664,0.693,1.792,3.466,0.693,1.792,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.693,0.00196,2.944,0
11,1.248,1.168,1.248,1.207,1.248,0.1318,0.1318,0.29566,0.1318,0.44009,0.44009,0.44009,0.00274,0.00263,0.00274,0.00303,0.00274,0.16897,0.14619,0.16887,0.15763,0.16898,11.65065,9.66142,11.65065,10.8464,11.65065,13.42854,11.58406,13.42854,12.69382,13.42854,0.16673,0.1409,0.16673,0.15447,0.16673,0.0003,0.00071,0.0003,0.00045,0.0003,2.0,3.0,3.0,2.0,2.0,3.0,973,0.615,0.552,0.999577,0.82227,0.72048,0.00093,0.0009,0.00093,0.00112,0.00093,0.15591,0.15591,0.32553,0.15591,0.47661,0.47661,0.47661,12.007,10.175,12.007,11.258,12.007,0.0,0.0,0.0,0.095,0.095,1,0.095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.905,5.68,3.761,7.129,7.345,6.69,7.424,4.625,6.423,0.10278,0.03716,0.31044,0.11527,0.08289,0.11138,0.14048,0.0491,0.33179,7.378,4.543,6.373,7.354,4.543,6.356,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,1.329,1.451,1.329,1.366,1.329,0.14485,0.14485,0.23751,0.14485,0.5354,0.5354,0.5354,0.00089,0.0,0.00089,7e-05,0.00089,0.11578,0.0981,0.11264,0.1105,0.11607,6.75577,5.17615,6.75577,6.2804,6.75577,8.90558,7.49332,8.90558,8.47991,8.90558,0.09898,0.06824,0.09898,0.09003,0.09898,0.00017,0.0,0.00017,7e-05,0.00017,3.0,4.0,4.0,4.0,3.0,4.0,916,0.633,0.557,0.983653,0.832145,0.907512,0.00123,0.0,0.00123,0.00098,0.00123,0.21936,0.21936,0.33855,0.21936,0.625,0.625,0.625,7.701,5.421,7.701,6.599,7.701,0.475,0.475,0.475,0.607,0.607,1,0.607,0.0,0.0,0.0,0.0,0.0,2.0,4.357,4.883,4.357,0.093,0.124,0.138,0.03,0.024,0.035,0.0,0.079,2.079,2.398,2.079,0.167,0.2,0.189,0.042,0.031,0.048,4.263,5.043,4.205,6.073,6.194,6.702,4.159,1.609,2.565,0.03905,0.00774,0.05056,0.06035,0.01662,0.02751,0.10668,0.02084,0.1306,4.127,1.386,2.398,4.111,1.386,2.398,0.569,1.0,0.577,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,3.332,0.02873,5.93,0
19,1.424,1.379,1.396,1.485,1.445,0.13346,0.11615,0.41426,0.21281,0.30376,0.26411,0.48695,0.00137,0.00043,0.00295,0.00041,0.0005,0.13551,0.13426,0.13329,0.13586,0.13808,8.95725,7.07918,9.09482,7.84854,8.49699,10.95473,9.085,11.10448,9.84321,10.47571,0.12866,0.11731,0.12755,0.124,0.12931,0.00014,0.0,0.00037,2e-05,1e-05,3.0,4.0,4.0,4.0,3.0,4.0,2706,0.258,0.669,0.999978,0.83268,0.481386,0.001,3e-05,0.00153,0.0002,0.00028,0.14675,0.12627,0.45033,0.23757,0.3193,0.27462,0.51796,9.249,7.157,9.531,7.904,8.555,0.0,0.0,0.0,0.131,0.131,1,0.131,0.0,0.0,0.0,0.0,0.0,4.0,4.538,5.235,0.0,0.027,0.023,0.0,0.007,0.005,0.0,0.0,0.0,3.497,4.19,0.0,0.215,0.298,0.0,0.018,0.014,0.0,5.05,6.026,3.912,7.696,7.894,7.562,5.768,2.303,3.829,0.04417,0.00619,0.06953,0.09571,0.02541,0.05577,0.11609,0.01754,0.1225,5.74,2.303,3.829,5.7,2.303,3.829,0.816,1.0,0.5,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.708,0.10355,3.714,0
7,1.666,1.277,1.666,1.248,1.666,0.31759,0.31759,0.34719,0.31759,0.87951,0.87951,0.87951,0.00017,0.00021,0.00017,9e-05,0.00017,0.12565,0.11394,0.12348,0.12338,0.12586,7.52348,6.53524,7.52348,7.4378,7.52348,9.5937,8.705,9.5937,9.52865,9.5937,0.11302,0.09515,0.11302,0.11016,0.11302,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,686,0.71,0.566,0.977661,0.886224,0.748569,0.00041,0.00021,0.00041,0.0003,0.00041,0.39098,0.39098,0.41772,0.39098,0.92616,0.92616,0.92616,8.782,7.256,8.782,8.403,8.782,0.083,0.083,0.083,0.104,0.104,1,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942,0.0,0.0,0.036,0.0,0.0,0.013,0.0,0.0,0.031,0.0,4.043,0.0,0.0,0.165,0.0,0.0,0.061,0.0,3.912,4.86,2.708,6.586,6.923,6.14,5.521,0.693,2.996,0.00186,0.00015,0.02583,0.08037,0.00206,0.02849,0.02405,0.00236,0.07176,6.667,1.609,3.97,6.521,1.609,3.85,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.01986,2.708,0
17,1.316,1.397,1.316,1.316,1.316,0.74511,0.74511,0.74511,0.74511,0.9314,0.9314,0.9314,0.0,-0.0,0.0,0.0,0.0,0.13696,0.14048,0.1251,0.13925,0.13856,5.90808,5.7589,5.90808,5.90808,5.90808,7.86864,7.71244,7.86864,7.86864,7.86864,0.10982,0.10845,0.10982,0.10982,0.10982,0.00011,-0.0,0.00011,0.00011,0.00011,1.0,3.0,2.0,1.0,2.0,2.0,607,0.738,0.595,0.94921,0.43176,0.761826,0.00011,-0.0,0.00011,0.00011,0.00011,0.81721,0.81721,0.81721,0.81721,0.98978,0.98978,0.98978,6.898,6.129,6.898,6.898,6.898,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.708,2.89,2.708,5.938,5.476,6.342,4.205,1.099,2.944,0.00734,0.00207,0.09206,0.06728,0.01167,0.05943,0.02725,0.00502,0.11637,5.247,1.386,3.466,5.13,1.386,3.367,0.699,0.889,0.167,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.944,0.07746,4.369,0
17,1.428,1.385,1.428,1.43,1.428,0.29335,0.29335,0.29387,0.29335,0.9856,0.9856,0.9856,0.00032,5e-05,0.00032,0.00032,0.00032,0.14337,0.12773,0.14062,0.14387,0.14368,7.76387,6.68711,7.76387,7.76217,7.76387,9.70131,8.7421,9.70131,9.69917,9.70131,0.13082,0.1083,0.13082,0.13087,0.13082,0.00044,0.00018,0.00044,0.00044,0.00044,3.0,3.0,3.0,3.0,3.0,3.0,689,0.709,0.544,0.984395,0.770655,0.753948,0.00088,0.00018,0.00088,0.00072,0.00088,0.36431,0.36431,0.3651,0.36431,0.99505,0.99505,0.99505,8.345,7.207,8.345,8.334,8.345,0.193,0.193,0.193,0.195,0.195,1,0.195,0.0,0.0,0.0,0.0,0.0,4.0,2.485,2.485,0.0,0.003,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.693,0.693,0.0,0.003,0.003,0.0,0.001,0.001,0.0,5.342,5.342,4.615,8.043,8.043,8.14,4.898,1.792,3.466,0.0232,0.00547,0.10112,0.08737,0.02058,0.05101,0.06062,0.01534,0.1944,4.828,1.792,3.466,4.804,1.792,3.401,0.819,0.875,0.211,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.996,0.0507,4.86,0
10,1.375,1.37,1.375,1.375,1.375,0.88891,0.88891,0.88891,0.88891,0.98818,0.98818,0.98818,0.00304,0.00278,0.00304,0.00304,0.00304,0.17998,0.18272,0.17429,0.18095,0.18069,7.72135,7.6406,7.72135,7.72135,7.72135,9.42763,9.33803,9.42763,9.42763,9.42763,0.16482,0.16563,0.16482,0.16482,0.16482,0.00023,0.00025,0.00023,0.00023,0.00023,2.0,3.0,3.0,2.0,3.0,3.0,416,0.812,0.561,0.967027,0.899116,0.968049,0.00353,0.00329,0.00353,0.00353,0.00353,0.90081,0.90081,0.90081,0.90081,0.99783,0.99783,0.99783,8.986,8.933,8.986,8.986,8.986,0.066,0.066,0.066,0.131,0.131,1,0.131,0.0,0.0,0.0,0.0,0.0,11.0,4.344,5.656,4.344,0.015,0.057,0.016,0.005,0.013,0.006,1.0,0.0,3.219,4.317,3.219,0.044,0.131,0.05,0.009,0.018,0.012,4.554,4.812,4.317,7.27,7.009,7.592,6.019,3.689,5.447,0.07937,0.0442,0.43963,0.14867,0.09655,0.15142,0.12081,0.06134,0.45981,5.981,3.664,5.416,5.948,3.664,5.38,0.961,1.0,0.5,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.01561,2.197,1
12,1.532,1.471,1.532,1.533,1.532,0.39618,0.39618,0.44402,0.39618,0.86266,0.86266,0.86266,0.00096,0.00045,0.00096,0.00059,0.00096,0.13363,0.10819,0.13171,0.13237,0.13383,7.89058,7.07834,7.89058,7.78114,7.89058,9.89978,9.30109,9.89978,9.80184,9.89978,0.12244,0.09426,0.12244,0.1204,0.12244,0.0,0.0,0.0,-0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,718,0.698,0.612,0.986241,0.620731,0.747911,0.00709,0.00148,0.00709,0.00758,0.00709,0.53181,0.53181,0.58771,0.53181,0.89583,0.89583,0.89583,9.451,8.658,9.451,9.286,9.451,0.0,0.0,0.0,0.092,0.092,1,0.092,0.0,1.0,1.0,0.0,1.0,0.0,6.25,6.989,6.25,0.089,0.13,0.249,0.032,0.042,0.072,0.0,0.0,1.792,2.303,1.792,0.012,0.018,0.039,0.003,0.004,0.006,5.366,5.905,4.277,7.762,7.67,7.57,4.663,1.792,3.871,0.01537,0.00692,0.23691,0.09251,0.02118,0.07913,0.05043,0.02081,0.32844,5.656,2.485,4.7,5.493,2.197,4.543,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.946,0.03099,3.497,0
7,1.357,1.409,1.357,1.357,1.357,0.92038,0.92038,0.92038,0.92038,0.9998,0.9998,0.9998,0.00051,0.00042,0.00051,0.00051,0.00051,0.09911,0.09908,0.0991,0.09911,0.09911,11.83463,11.75562,11.83463,11.83463,11.83463,14.14617,14.06744,14.14617,14.14617,14.14617,0.09785,0.09777,0.09785,0.09785,0.09785,0.00012,8e-05,0.00012,0.00012,0.00012,2.0,4.0,4.0,3.0,4.0,4.0,527,0.768,0.554,0.927195,0.808989,0.956263,0.00133,0.00092,0.00133,0.00133,0.00133,0.92316,0.92316,0.92316,0.92316,0.99998,0.99998,0.99998,12.667,11.77,12.667,12.667,12.667,0.144,0.144,0.144,0.218,0.218,1,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.773,3.367,2.565,6.537,6.579,6.174,10.276,5.666,8.082,0.06704,0.00741,0.10254,0.09586,0.07559,0.09657,0.08528,0.00889,0.10185,10.281,5.58,8.01,10.258,5.583,7.985,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.332,0
17,1.315,1.216,1.315,1.261,1.255,0.07608,0.07608,0.26571,0.13109,0.26307,0.26307,0.45731,0.00213,0.00027,0.00213,0.00032,0.00053,0.08315,0.07139,0.08313,0.08156,0.08407,8.61305,6.24998,8.61305,7.38523,8.07527,11.10053,8.89055,11.10053,9.89197,10.55145,0.0779,0.05752,0.0779,0.07228,0.07721,0.00019,0.0,0.00019,2e-05,1e-05,3.0,4.0,4.0,4.0,4.0,4.0,2159,0.34,0.616,0.998562,0.835494,0.57007,0.00025,0.0,0.00025,2e-05,9e-05,0.10376,0.10376,0.35034,0.18011,0.2898,0.2898,0.50431,9.081,6.422,9.081,7.492,8.23,0.0,0.0,0.0,0.282,0.282,1,0.282,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.367,0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.0,0.0,0.0,2.079,0.0,0.0,0.078,0.0,0.0,0.015,0.0,4.595,4.963,4.127,7.206,7.284,7.536,4.883,1.792,2.996,0.03752,0.00555,0.04952,0.0454,0.00781,0.01567,0.14091,0.0297,0.173,4.812,1.386,2.89,4.796,1.386,2.89,0.961,1.0,1.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.386,0.00843,3.555,0
20,1.423,1.408,1.425,1.415,1.425,0.10984,0.04013,0.48119,0.26866,0.21412,0.07803,0.52829,0.0,0.0,0.0,0.0,0.0,0.12932,0.12791,0.13906,0.13125,0.13524,9.09471,7.02731,10.09609,7.65064,8.21338,11.13924,9.08171,12.06665,9.67972,10.21263,0.12316,0.11129,0.13527,0.11861,0.12537,0.00122,0.00028,0.0015,0.00025,0.00038,0.0,0.0,0.0,0.0,0.0,0.0,3192,0.203,0.548,0.999991,0.915092,0.393852,0.00343,0.00186,0.00532,0.00119,0.00263,0.12153,0.04797,0.53011,0.30871,0.22438,0.0885,0.57187,9.188,7.224,10.167,7.781,8.333,0.086,0.094,0.258,0.081,0.09,3,0.244,0.0,0.0,0.0,0.0,0.0,0.0,6.923,7.288,6.118,1.0,1.0,0.688,0.357,0.406,0.345,1.0,0.573,5.017,5.063,4.159,1.0,1.0,0.716,0.43,0.406,0.371,2.773,3.178,2.398,6.859,6.561,6.479,5.434,2.079,3.989,0.02448,0.0057,0.12294,0.08217,0.01492,0.06282,0.12049,0.02549,0.17433,5.394,1.946,3.951,5.338,1.946,3.85,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.01274,2.398,1
15,1.0,1.0,1.0,1.0,1.0,0.14846,0.14846,0.38601,0.14846,0.36723,0.36723,0.36723,0.0,0.0,0.0,0.0,0.0,0.16174,0.15022,0.16077,0.15331,0.16185,9.23396,7.43897,9.23396,8.2953,9.23396,11.0542,9.33265,11.0542,10.16935,11.0542,0.15478,0.13439,0.15478,0.14264,0.15478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048,0.592,0.558,0.999104,0.980446,0.715354,0.0,0.0,0.0,0.0,0.0,0.17128,0.17128,0.41783,0.17128,0.403,0.403,0.403,0.0,0.0,0.0,0.0,0.0,0.064,0.071,0.254,0.072,0.084,6,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497,3.714,2.079,5.756,5.875,5.505,5.707,2.197,4.025,0.02961,0.00542,0.09731,0.09535,0.02113,0.06092,0.09488,0.01843,0.16055,5.72,2.079,4.007,5.673,2.079,3.989,0.837,0.667,0.286,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.197,0.02544,4.174,0
23,1.379,1.344,1.379,1.336,1.322,0.05016,0.04207,0.52428,0.25388,0.09123,0.07649,0.46457,-0.0,0.0,0.0,0.0,0.0,0.13887,0.12818,0.14191,0.12803,0.12929,10.52731,7.64204,10.70286,8.21175,8.91785,12.50122,9.69529,12.65414,10.26643,10.96291,0.13561,0.11571,0.139,0.11857,0.12253,0.00113,0.00015,0.00122,0.00014,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,2495,0.287,0.558,0.999978,0.894354,0.521507,0.00461,0.00657,0.00414,0.0037,0.01095,0.05819,0.04993,0.55018,0.27222,0.10406,0.08929,0.48791,10.807,8.032,10.962,8.552,9.312,0.163,0.206,0.326,0.199,0.246,3,0.598,0.0,0.0,0.0,0.0,0.0,0.0,5.652,5.652,5.635,0.59,0.59,0.684,0.03,0.03,0.041,3.0,0.121,3.951,3.951,3.892,0.671,0.671,0.632,0.044,0.044,0.053,3.332,3.332,2.639,7.141,7.141,7.311,6.772,3.466,5.037,0.08747,0.01496,0.12022,0.09979,0.04291,0.07042,0.16036,0.03117,0.17597,6.693,2.485,4.644,6.669,2.485,4.654,0.0,0.0,0.0,0.0,0.024,0.026,0.024,0.024,0.026,0.024,0.032,0.024,0.026,0.024,0.024,0.024,0.01,0.008,0.001,0.693,0.00138,3.296,0
11,1.282,1.2,1.282,1.236,1.277,0.02181,0.02181,0.28608,0.10496,0.0655,0.0655,0.31999,0.00063,0.00064,0.00063,0.00128,0.00086,0.14467,0.07185,0.14374,0.10025,0.11597,8.92372,5.42935,8.92372,6.39693,7.36645,10.85549,8.06464,10.85549,8.69551,9.51885,0.13731,0.05174,0.13731,0.08244,0.1031,0.00014,0.0,0.00014,-0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,1698,0.428,0.56,0.999498,0.675448,0.631875,0.00167,0.00017,0.00167,6e-05,0.00086,0.05629,0.05629,0.49962,0.21588,0.10848,0.10848,0.41775,10.531,7.654,10.531,8.202,8.822,0.0,0.0,0.0,0.08,0.08,1,0.08,0.0,0.0,0.0,0.0,0.0,2.0,5.088,5.323,4.477,0.048,0.049,0.064,0.012,0.009,0.011,1.0,0.0,3.497,3.761,3.466,0.041,0.043,0.068,0.01,0.009,0.016,5.677,6.1,5.242,7.664,7.519,7.898,3.85,0.0,2.079,0.0,0.0,0.0282,0.03326,0.0,0.00787,0.00177,0.00043,0.17053,5.231,0.693,3.466,5.118,0.693,3.434,0.923,0.5,0.071,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.708,0.04179,4.585,0
12,1.34,1.272,1.34,1.293,1.34,0.09576,0.09576,0.44044,0.09576,0.20404,0.20404,0.20404,0.00151,0.0,0.00151,2e-05,0.00151,0.15349,0.14212,0.15266,0.141,0.15358,9.23073,7.02731,9.23073,7.735,9.23073,11.10353,8.97576,11.10353,9.69221,11.10353,0.14681,0.12385,0.14681,0.12806,0.14681,0.00013,3e-05,0.00013,2e-05,0.00013,2.0,3.0,3.0,3.0,3.0,3.0,1174,0.556,0.553,0.999084,0.879683,0.812236,0.00046,0.0,0.00046,2e-05,0.00046,0.11295,0.11295,0.46881,0.11295,0.23557,0.23557,0.23557,9.554,7.097,9.554,7.807,9.554,0.127,0.127,0.127,0.194,0.194,1,0.194,0.0,0.0,0.0,0.0,0.0,0.0,5.481,5.481,5.481,0.307,0.287,0.575,0.045,0.034,0.066,0.0,0.151,3.689,3.689,3.689,0.289,0.252,0.419,0.031,0.022,0.043,2.773,2.996,2.708,6.773,6.433,7.013,5.182,2.773,4.174,0.07124,0.02536,0.20756,0.09025,0.0614,0.06983,0.08444,0.03064,0.30564,5.165,2.708,4.159,5.142,2.708,4.111,0.961,1.0,0.5,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,1.099,0.00932,2.708,0
10,1.481,1.581,1.481,1.577,1.613,0.03011,0.03011,0.52401,0.22249,0.0562,0.0562,0.41632,0.00061,0.00012,0.00061,8e-05,0.00079,0.0758,0.09888,0.0758,0.10149,0.09846,12.55234,9.10164,12.55234,9.71136,10.55787,15.13199,11.41536,15.13199,11.9991,12.87593,0.07512,0.09404,0.07512,0.09781,0.0961,6e-05,0.0,6e-05,0.0,5e-05,2.0,5.0,4.0,4.0,4.0,5.0,1609,0.447,0.607,0.997148,0.781171,0.522923,0.00307,0.00086,0.00307,0.00098,0.00171,0.02392,0.02392,0.55163,0.22874,0.04307,0.04307,0.41216,13.186,9.174,13.186,9.8,11.115,0.099,0.099,0.099,0.126,0.126,1,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,5.1,8.747,8.613,8.747,6.884,4.127,6.284,0.0618,0.03361,0.46778,0.08373,0.04172,0.07904,0.1212,0.06634,0.52512,6.877,4.06,6.286,6.828,4.043,6.23,0.0,0.0,0.0,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,2.398,0.0248,4.564,0
